YEAR,MO,DY,HR,WDG temp,OIL TEMP,ambient TMP,AVG Current,Fault type
2020,6,10,0,70,38,24,223,NO FAULT
2020,6,10,1,70,40,24,218,NO FAULT
2020,6,10,2,67,39,24,216,NO FAULT
2020,6,10,3,70,39,24,227,NO FAULT
2020,6,10,4,68,36,24,230,NO FAULT
2020,6,10,5,67,35,24,220,NO FAULT
2020,6,10,6,70,45,24,218,NO FAULT
2020,6,10,7,67,39,26,213,NO FAULT
2020,6,10,8,68,36,28,223,NO FAULT
2020,6,10,9,77,36,23,217,NO FAULT
2020,6,10,10,77,44,23,225,NO FAULT
2020,6,10,11,77,40,23,219,NO FAULT
2020,6,10,12,77,40,23,210,NO FAULT
2020,6,10,13,77,40,23,212,NO FAULT
2020,6,10,14,77,40,23,222,NO FAULT
2020,6,10,15,77,45,23,220,NO FAULT
2020,6,10,16,77,41,23,221,NO FAULT
2020,6,10,17,77,39,23,222,NO FAULT
2020,6,10,18,77,36,23,213,NO FAULT
2020,6,10,19,67,43,25,217,NO FAULT
2020,6,10,20,67,39,25,218,NO FAULT
2020,6,10,21,70,38,25,225,NO FAULT
2020,6,10,22,69,43,25,213,NO FAULT
2020,6,10,23,69,37,24,218,NO FAULT
2020,6,11,0,69,44,24,215,NO FAULT
2020,6,11,1,70,44,24,212,NO FAULT
2020,6,11,2,68,39,24,222,NO FAULT
2020,6,11,3,68,36,23,229,NO FAULT
2020,6,11,4,70,43,23,225,NO FAULT
2020,6,11,5,68,45,23,228,NO FAULT
2020,6,11,6,69,39,24,230,NO FAULT
2020,6,11,7,67,37,25,220,NO FAULT
2020,6,11,8,67,41,26,227,NO FAULT
2020,6,11,9,70,39,29,216,NO FAULT
2020,6,11,10,89,41,30,228,NO FAULT
2020,6,11,11,90,43,32,228,NO FAULT
2020,6,11,12,69,43,32,227,NO FAULT
2020,6,11,13,70,35,32,215,NO FAULT
2020,6,11,14,68,41,32,219,NO FAULT
2020,6,11,15,68,40,31,223,NO FAULT
2020,6,11,16,67,43,29,225,NO FAULT
2020,6,11,17,67,38,28,213,NO FAULT
2020,6,11,18,67,36,26,220,NO FAULT
2020,6,11,19,70,39,25,227,NO FAULT
2020,6,11,20,68,42,25,226,NO FAULT
2020,6,11,21,70,37,24,224,NO FAULT
2020,6,11,22,67,35,24,211,NO FAULT
2020,6,11,23,68,39,24,219,NO FAULT
2020,6,12,0,69,38,23,210,NO FAULT
2020,6,12,1,70,38,23,225,NO FAULT
2020,6,12,2,68,36,23,220,NO FAULT
2020,6,12,3,67,36,23,226,NO FAULT
2020,6,12,4,69,44,23,226,NO FAULT
2020,6,12,5,69,35,23,217,NO FAULT
2020,6,12,6,70,44,23,210,NO FAULT
2020,6,12,7,86,54,36,276,HEATING
2020,6,12,8,88,54,36,270,HEATING
2020,6,12,9,87,56,36,260,HEATING
2020,6,12,10,87,56,36,260,HEATING
2020,6,12,11,87,56,36,260,HEATING
2020,6,12,12,69,40,24,212,NO FAULT
2020,6,12,13,67,38,26,224,NO FAULT
2020,6,12,14,67,40,29,216,NO FAULT
2020,6,12,15,120,70,21,410,OVER LOADING
2020,6,12,16,120,70,21,410,SHORT CIRCUIT
2020,6,12,17,70,42,31,227,NO FAULT
2020,6,12,18,70,42,32,222,NO FAULT
2020,6,12,19,69,41,32,212,NO FAULT
2020,6,12,20,68,39,33,227,NO FAULT
2020,6,12,21,70,41,32,229,NO FAULT
2020,6,12,22,67,39,31,210,NO FAULT
2020,6,12,23,69,44,29,210,NO FAULT
2020,6,13,0,68,41,27,217,NO FAULT
2020,6,13,1,69,36,25,226,NO FAULT
2020,6,13,2,70,40,25,230,NO FAULT
2020,6,13,3,69,45,25,219,NO FAULT
2020,6,13,4,69,44,24,216,NO FAULT
2020,6,13,5,68,36,24,211,NO FAULT
2020,6,13,6,68,37,24,212,NO FAULT
2020,6,13,7,69,38,24,211,NO FAULT
2020,6,13,8,67,41,23,220,NO FAULT
2020,6,13,9,69,43,23,211,NO FAULT
2020,6,13,10,70,36,23,227,NO FAULT
2020,6,13,11,69,38,23,225,NO FAULT
2020,6,13,12,70,35,23,211,NO FAULT
2020,6,13,13,68,36,24,212,NO FAULT
2020,6,13,14,69,40,26,214,NO FAULT
2020,6,13,15,67,40,29,211,NO FAULT
2020,6,13,16,67,37,31,218,NO FAULT
2020,6,13,17,67,38,32,215,NO FAULT
2020,6,13,18,70,36,33,224,NO FAULT
2020,6,13,19,69,45,32,228,NO FAULT
2020,6,13,20,69,39,31,222,NO FAULT
2020,6,13,21,68,45,30,220,NO FAULT
2020,6,13,22,90,39,28,210,NO FAULT
2020,6,13,23,69,45,27,229,NO FAULT
2020,6,14,0,70,36,26,215,NO FAULT
2020,6,14,1,70,44,25,228,NO FAULT
2020,6,14,2,67,36,24,224,NO FAULT
2020,6,14,3,67,37,24,230,NO FAULT
2020,6,14,4,70,44,24,215,NO FAULT
2020,6,14,5,67,37,24,217,NO FAULT
2020,6,14,6,68,45,24,227,NO FAULT
2020,6,14,7,69,36,24,212,NO FAULT
2020,6,14,8,69,38,24,211,NO FAULT
2020,6,14,9,69,42,24,219,NO FAULT
2020,6,14,10,70,42,24,225,NO FAULT
2020,6,14,11,70,40,24,225,NO FAULT
2020,6,14,12,70,43,24,225,NO FAULT
2020,6,14,13,68,45,24,224,NO FAULT
2020,6,14,14,67,39,25,217,NO FAULT
2020,6,14,15,67,39,27,218,NO FAULT
2020,6,14,16,68,41,28,229,NO FAULT
2020,6,14,17,79,44,29,229,NO FAULT
2020,6,14,18,79,40,29,213,NO FAULT
2020,6,14,19,79,37,29,212,NO FAULT
2020,6,14,20,79,37,29,218,NO FAULT
2020,6,14,21,79,35,29,223,NO FAULT
2020,6,14,22,79,43,29,228,NO FAULT
2020,6,14,23,79,39,29,224,NO FAULT
2020,6,15,0,79,43,29,217,NO FAULT
2020,6,15,1,79,44,29,221,NO FAULT
2020,6,15,2,79,35,29,218,NO FAULT
2020,6,15,3,79,45,29,221,NO FAULT
2020,6,15,4,79,35,29,214,NO FAULT
2020,6,15,5,79,36,29,210,NO FAULT
2020,6,15,6,67,44,24,221,NO FAULT
2020,6,15,7,68,40,24,226,NO FAULT
2020,6,15,8,68,40,24,219,NO FAULT
2020,6,15,9,67,45,24,213,NO FAULT
2020,6,15,10,86,54,36,276,HEATING
2020,6,15,11,88,54,36,270,HEATING
2020,6,15,12,87,56,36,260,HEATING
2020,6,15,13,87,56,36,260,HEATING
2020,6,15,14,87,56,36,260,HEATING
2020,6,15,15,98,64,20,340,OVER LOADING
2020,6,15,16,98,64,20,340,OVER LOADING
2020,6,15,17,98,64,20,340,OVER LOADING
2020,6,15,18,99,64,20,356,OVER LOADING
2020,6,15,19,90,60,33,290,OVER HEATING
2020,6,15,20,91,59,34,289,OVER HEATING
2020,6,15,21,92,58,35,288,OVER HEATING
2020,6,15,22,70,44,24,210,NO FAULT
2020,6,15,23,68,44,23,210,NO FAULT
2020,6,16,0,68,39,23,222,NO FAULT
2020,6,16,1,69,39,23,210,NO FAULT
2020,6,16,2,69,40,24,230,NO FAULT
2020,6,16,3,67,37,25,219,NO FAULT
2020,6,16,4,83,38,27,224,NO FAULT
2020,6,16,5,90,37,28,229,NO FAULT
2020,6,16,6,69,42,29,225,NO FAULT
2020,6,16,7,68,38,29,227,NO FAULT
2020,6,16,8,69,41,29,224,NO FAULT
2020,6,16,9,67,35,28,227,NO FAULT
2020,6,16,10,67,41,28,228,NO FAULT
2020,6,16,11,67,44,27,225,NO FAULT
2020,6,16,12,68,36,25,227,NO FAULT
2020,6,16,13,67,43,24,214,NO FAULT
2020,6,16,14,70,35,24,228,NO FAULT
2020,6,16,15,69,35,23,226,NO FAULT
2020,6,16,16,68,39,23,222,NO FAULT
2020,6,16,17,70,35,23,222,NO FAULT
2020,6,16,18,70,43,23,227,NO FAULT
2020,6,16,19,67,42,23,226,NO FAULT
2020,6,16,20,70,40,23,229,NO FAULT
2020,6,16,21,69,35,23,223,NO FAULT
2020,6,16,22,68,41,23,225,NO FAULT
2020,6,16,23,69,45,23,215,NO FAULT
2020,6,17,0,69,43,23,220,NO FAULT
2020,6,17,1,70,36,24,213,NO FAULT
2020,6,17,2,68,44,25,225,NO FAULT
2020,6,17,3,67,37,26,224,NO FAULT
2020,6,17,4,70,44,27,220,NO FAULT
2020,6,17,5,68,42,28,214,NO FAULT
2020,6,17,6,67,39,28,221,NO FAULT
2020,6,17,7,69,37,28,215,NO FAULT
2020,6,17,8,68,41,28,214,NO FAULT
2020,6,17,9,68,44,28,216,NO FAULT
2020,6,17,10,68,43,27,212,NO FAULT
2020,6,17,11,69,45,26,212,NO FAULT
2020,6,17,12,69,43,25,229,NO FAULT
2020,6,17,13,67,40,24,230,NO FAULT
2020,6,17,14,68,35,24,228,NO FAULT
2020,6,17,15,68,40,24,229,NO FAULT
2020,6,17,16,67,37,23,213,NO FAULT
2020,6,17,17,67,45,23,218,NO FAULT
2020,6,17,18,67,44,23,225,NO FAULT
2020,6,17,19,68,38,23,227,NO FAULT
2020,6,17,20,67,40,23,226,NO FAULT
2020,6,17,21,70,44,23,218,NO FAULT
2020,6,17,22,69,39,23,221,NO FAULT
2020,6,17,23,69,35,22,220,NO FAULT
2020,6,18,0,67,44,22,215,NO FAULT
2020,6,18,1,67,40,23,230,NO FAULT
2020,6,18,2,68,37,25,224,NO FAULT
2020,6,18,3,69,45,26,216,NO FAULT
2020,6,18,4,68,45,27,215,NO FAULT
2020,6,18,5,68,38,28,218,NO FAULT
2020,6,18,6,70,44,29,223,NO FAULT
2020,6,18,7,69,36,29,219,NO FAULT
2020,6,18,8,67,40,29,215,NO FAULT
2020,6,18,9,68,40,29,212,NO FAULT
2020,6,18,10,67,41,28,226,NO FAULT
2020,6,18,11,68,36,27,210,NO FAULT
2020,6,18,12,68,41,26,229,NO FAULT
2020,6,18,13,69,38,24,215,NO FAULT
2020,6,18,14,87,56,26,289,HEATING
2020,6,18,15,86,54,26,279,HEATING
2020,6,18,16,84,54,26,280,HEATING
2020,6,18,17,89,56,26,287,HEATING
2020,6,18,18,90,35,26,288,HEATING
2020,6,18,19,68,41,23,221,NO FAULT
2020,6,18,20,68,41,23,211,NO FAULT
2020,6,18,21,67,35,23,212,NO FAULT
2020,6,18,22,68,40,23,228,NO FAULT
2020,6,18,23,69,39,23,222,NO FAULT
2020,6,19,0,67,39,23,226,NO FAULT
2020,6,19,1,67,43,24,229,NO FAULT
2020,6,19,2,68,40,25,229,NO FAULT
2020,6,19,3,68,37,27,226,NO FAULT
2020,6,19,4,70,45,28,226,NO FAULT
2020,6,19,5,67,43,29,214,NO FAULT
2020,6,19,6,89,40,30,230,NO FAULT
2020,6,19,7,68,45,30,213,NO FAULT
2020,6,19,8,67,39,30,221,NO FAULT
2020,6,19,9,68,38,29,213,NO FAULT
2020,6,19,10,67,42,28,229,NO FAULT
2020,6,19,11,69,36,27,210,NO FAULT
2020,6,19,12,70,38,26,228,NO FAULT
2020,6,19,13,70,39,25,227,NO FAULT
2020,6,19,14,70,40,24,230,NO FAULT
2020,6,19,15,69,44,24,215,NO FAULT
2020,6,19,16,67,44,23,229,NO FAULT
2020,6,19,17,69,45,23,222,NO FAULT
2020,6,19,18,68,35,23,211,NO FAULT
2020,6,19,19,67,38,23,227,NO FAULT
2020,6,19,20,67,36,23,212,NO FAULT
2020,6,19,21,69,45,23,229,NO FAULT
2020,6,19,22,67,43,22,218,NO FAULT
2020,6,19,23,70,44,22,216,NO FAULT
2020,6,20,0,67,40,22,212,NO FAULT
2020,6,20,1,89,36,23,219,NO FAULT
2020,6,20,2,89,41,25,212,NO FAULT
2020,6,20,3,69,43,27,214,NO FAULT
2020,6,20,4,67,36,29,223,NO FAULT
2020,6,20,5,68,43,30,220,NO FAULT
2020,6,20,6,69,44,31,225,NO FAULT
2020,6,20,7,67,39,31,218,NO FAULT
2020,6,20,8,68,41,31,210,NO FAULT
2020,6,20,9,69,44,30,221,NO FAULT
2020,6,20,10,68,37,28,216,NO FAULT
2020,6,20,11,68,36,27,228,NO FAULT
2020,6,20,12,67,38,25,223,NO FAULT
2020,6,20,13,70,44,24,212,NO FAULT
2020,6,20,14,70,42,24,218,NO FAULT
2020,6,20,15,69,37,23,223,NO FAULT
2020,6,20,16,68,37,23,213,NO FAULT
2020,6,20,17,67,42,23,224,NO FAULT
2020,6,20,18,69,39,23,215,NO FAULT
2020,6,20,19,67,38,23,228,NO FAULT
2020,6,20,20,68,45,23,230,NO FAULT
2020,6,20,21,70,39,22,213,NO FAULT
2020,6,20,22,68,37,22,220,NO FAULT
2020,6,20,23,68,37,22,226,NO FAULT
2020,6,21,0,67,37,22,215,NO FAULT
2020,6,21,1,67,44,23,211,NO FAULT
2020,6,21,2,69,44,23,211,NO FAULT
2020,6,21,3,70,39,25,210,NO FAULT
2020,6,21,4,70,35,27,215,NO FAULT
2020,6,21,5,69,36,28,225,NO FAULT
2020,6,21,6,68,44,29,228,NO FAULT
2020,6,21,7,87,56,26,289,HEATING
2020,6,21,8,86,54,26,279,HEATING
2020,6,21,9,84,54,26,280,HEATING
2020,6,21,10,89,56,26,287,HEATING
2020,6,21,11,90,40,26,288,HEATING
2020,6,21,12,98,64,20,340,OVER LOADING
2020,6,21,13,98,64,20,340,OVER LOADING
2020,6,21,14,98,64,20,340,OVER LOADING
2020,6,21,15,99,64,20,356,OVER LOADING
2020,6,21,16,68,40,30,217,NO FAULT
2020,6,21,17,70,41,30,216,NO FAULT
2020,6,21,18,69,39,30,230,NO FAULT
2020,6,21,19,70,38,29,214,NO FAULT
2020,6,21,20,67,44,28,228,NO FAULT
2020,6,21,21,67,42,26,212,NO FAULT
2020,6,21,22,69,44,25,213,NO FAULT
2020,6,21,23,69,35,24,227,NO FAULT
2020,6,22,0,70,39,23,219,NO FAULT
2020,6,22,1,67,39,23,212,NO FAULT
2020,6,22,2,70,43,23,222,NO FAULT
2020,6,22,3,69,41,23,213,NO FAULT
2020,6,22,4,69,37,23,211,NO FAULT
2020,6,22,5,69,39,23,220,NO FAULT
2020,6,22,6,70,38,23,228,NO FAULT
2020,6,22,7,68,41,23,222,NO FAULT
2020,6,22,8,69,43,23,212,NO FAULT
2020,6,22,9,68,38,22,225,NO FAULT
2020,6,22,10,70,36,23,229,NO FAULT
2020,6,22,11,69,39,24,224,NO FAULT
2020,6,22,12,70,36,26,213,NO FAULT
2020,6,22,13,67,35,29,223,NO FAULT
2020,6,22,14,68,36,31,226,NO FAULT
2020,6,22,15,69,38,32,228,NO FAULT
2020,6,22,16,70,35,32,218,NO FAULT
2020,6,22,17,69,36,31,221,NO FAULT
2020,6,22,18,68,44,31,223,NO FAULT
2020,6,22,19,67,42,30,227,NO FAULT
2020,6,22,20,67,38,29,215,NO FAULT
2020,6,22,21,70,44,27,225,NO FAULT
2020,6,22,22,69,35,25,227,NO FAULT
2020,6,22,23,70,45,24,227,NO FAULT
2020,6,23,0,70,37,23,216,NO FAULT
2020,6,23,1,67,44,23,210,NO FAULT
2020,6,23,2,69,43,22,214,NO FAULT
2020,6,23,3,70,38,22,221,NO FAULT
2020,6,23,4,67,38,22,223,NO FAULT
2020,6,23,5,69,36,21,218,NO FAULT
2020,6,23,6,68,43,21,216,NO FAULT
2020,6,23,7,69,40,21,228,NO FAULT
2020,6,23,8,68,41,21,229,NO FAULT
2020,6,23,9,70,39,21,225,NO FAULT
2020,6,23,10,70,45,22,224,NO FAULT
2020,6,23,11,87,35,23,226,NO FAULT
2020,6,23,12,89,40,23,230,NO FAULT
2020,6,23,13,90,36,23,224,NO FAULT
2020,6,23,14,90,41,23,225,NO FAULT
2020,6,23,15,69,45,24,221,NO FAULT
2020,6,23,16,68,40,26,213,NO FAULT
2020,6,23,17,67,36,27,214,NO FAULT
2020,6,23,18,69,36,29,224,NO FAULT
2020,6,23,19,70,42,30,230,NO FAULT
2020,6,23,20,69,40,31,226,NO FAULT
2020,6,23,21,77,44,31,225,NO FAULT
2020,6,23,22,79,38,31,210,NO FAULT
2020,6,23,23,68,45,30,219,NO FAULT
2020,6,24,0,69,35,28,213,NO FAULT
2020,6,24,1,70,40,27,225,NO FAULT
2020,6,24,2,69,45,25,227,NO FAULT
2020,6,24,3,68,38,24,215,NO FAULT
2020,6,24,4,68,39,24,230,NO FAULT
2020,6,24,5,67,39,23,226,NO FAULT
2020,6,24,6,70,44,23,212,NO FAULT
2020,6,24,7,69,36,23,220,NO FAULT
2020,6,24,8,68,41,22,212,NO FAULT
2020,6,24,9,69,45,22,214,NO FAULT
2020,6,24,10,68,38,22,222,NO FAULT
2020,6,24,11,87,56,22,289,HEATING
2020,6,24,12,86,54,22,279,HEATING
2020,6,24,13,84,54,22,280,HEATING
2020,6,24,14,89,56,22,287,HEATING
2020,6,24,15,90,40,22,288,HEATING
2020,6,24,16,90,60,33,290,OVER HEATING
2020,6,24,17,91,59,34,289,OVER HEATING
2020,6,24,18,92,58,35,288,OVER HEATING
2020,6,24,19,67,35,22,214,NO FAULT
2020,6,24,20,67,38,22,213,NO FAULT
2020,6,24,21,70,41,22,230,NO FAULT
2020,6,24,22,69,35,22,225,NO FAULT
2020,6,24,23,70,41,22,216,NO FAULT
2020,6,25,0,68,39,22,210,NO FAULT
2020,6,25,1,70,44,22,220,NO FAULT
2020,6,25,2,70,43,22,220,NO FAULT
2020,6,25,3,70,41,22,216,NO FAULT
2020,6,25,4,70,38,22,229,NO FAULT
2020,6,25,5,70,37,22,222,NO FAULT
2020,6,25,6,69,39,22,224,NO FAULT
2020,6,25,7,68,42,22,214,NO FAULT
2020,6,25,8,69,43,22,221,NO FAULT
2020,6,25,9,69,39,22,225,NO FAULT
2020,6,25,10,70,36,22,212,NO FAULT
2020,6,25,11,68,40,22,211,NO FAULT
2020,6,25,12,69,43,22,226,NO FAULT
2020,6,25,13,69,39,22,210,NO FAULT
2020,6,25,14,69,40,22,224,NO FAULT
2020,6,25,15,69,45,22,217,NO FAULT
2020,6,25,16,68,41,22,211,NO FAULT
2020,6,25,17,69,41,22,227,NO FAULT
2020,6,25,18,70,45,22,216,NO FAULT
2020,6,25,19,68,39,22,224,NO FAULT
2020,6,25,20,69,39,22,227,NO FAULT
2020,6,25,21,67,38,22,224,NO FAULT
2020,6,25,22,69,43,22,220,NO FAULT
2020,6,25,23,67,39,22,212,NO FAULT
2020,6,26,0,67,40,22,221,NO FAULT
2020,6,26,1,70,37,22,229,NO FAULT
2020,6,26,2,69,35,22,213,NO FAULT
2020,6,26,3,70,38,22,227,NO FAULT
2020,6,26,4,69,38,22,217,NO FAULT
2020,6,26,5,67,44,22,215,NO FAULT
2020,6,26,6,68,41,22,228,NO FAULT
2020,6,26,7,68,42,22,230,NO FAULT
2020,6,26,8,67,43,22,213,NO FAULT
2020,6,26,9,70,36,22,225,NO FAULT
2020,6,26,10,70,36,22,229,NO FAULT
2020,6,26,11,69,36,22,210,NO FAULT
2020,6,26,12,68,41,22,217,NO FAULT
2020,6,26,13,68,36,22,228,NO FAULT
2020,6,26,14,68,40,22,228,NO FAULT
2020,6,26,15,87,56,22,289,HEATING
2020,6,26,16,86,54,22,279,HEATING
2020,6,26,17,84,54,22,280,HEATING
2020,6,26,18,89,56,22,287,HEATING
2020,6,26,19,90,41,22,288,HEATING
2020,6,26,20,89,38,22,223,NO FAULT
2020,6,26,21,89,45,22,210,NO FAULT
2020,6,26,22,89,44,22,216,NO FAULT
2020,6,26,23,89,40,22,224,NO FAULT
2020,6,27,0,89,44,22,215,NO FAULT
2020,6,27,1,89,38,22,220,NO FAULT
2020,6,27,2,89,42,22,224,NO FAULT
2020,6,27,3,89,40,22,223,NO FAULT
2020,6,27,4,89,43,22,218,NO FAULT
2020,6,27,5,68,41,22,221,NO FAULT
2020,6,27,6,67,44,22,218,NO FAULT
2020,6,27,7,68,42,22,222,NO FAULT
2020,6,27,8,67,40,22,220,NO FAULT
2020,6,27,9,70,44,22,229,NO FAULT
2020,6,27,10,69,35,22,217,NO FAULT
2020,6,27,11,70,36,22,225,NO FAULT
2020,6,27,12,68,44,22,230,NO FAULT
2020,6,27,13,70,40,22,223,NO FAULT
2020,6,27,14,68,43,22,210,NO FAULT
2020,6,27,15,67,45,22,211,NO FAULT
2020,6,27,16,67,42,22,221,NO FAULT
2020,6,27,17,69,45,22,212,NO FAULT
2020,6,27,18,68,40,22,212,NO FAULT
2020,6,27,19,70,37,22,217,NO FAULT
2020,6,27,20,69,35,22,223,NO FAULT
2020,6,27,21,67,36,22,225,NO FAULT
2020,6,27,22,70,38,22,225,NO FAULT
2020,6,27,23,68,39,22,217,NO FAULT
2020,6,28,0,69,37,22,226,NO FAULT
2020,6,28,1,70,35,22,212,NO FAULT
2020,6,28,2,69,40,22,221,NO FAULT
2020,6,28,3,69,41,22,212,NO FAULT
2020,6,28,4,68,36,22,227,NO FAULT
2020,6,28,5,67,41,22,215,NO FAULT
2020,6,28,6,69,37,22,226,NO FAULT
2020,6,28,7,70,36,22,228,NO FAULT
2020,6,28,8,67,44,22,219,NO FAULT
2020,6,28,9,70,45,22,215,NO FAULT
2020,6,28,10,69,44,22,217,NO FAULT
2020,6,28,11,68,39,22,229,NO FAULT
2020,6,28,12,69,41,22,229,NO FAULT
2020,6,28,13,67,40,22,213,NO FAULT
2020,6,28,14,70,39,22,213,NO FAULT
2020,6,28,15,69,44,22,212,NO FAULT
2020,6,28,16,70,37,22,218,NO FAULT
2020,6,28,17,69,44,22,216,NO FAULT
2020,6,28,18,67,35,22,219,NO FAULT
2020,6,28,19,70,41,22,214,NO FAULT
2020,6,28,20,69,36,22,227,NO FAULT
2020,6,28,21,67,39,22,215,NO FAULT
2020,6,28,22,67,37,22,225,NO FAULT
2020,6,28,23,67,37,22,226,NO FAULT
2020,6,29,0,68,39,22,222,NO FAULT
2020,6,29,1,69,35,22,220,NO FAULT
2020,6,29,2,98,64,20,340,OVER LOADING
2020,6,29,3,98,64,20,340,OVER LOADING
2020,6,29,4,98,64,20,340,OVER LOADING
2020,6,29,5,99,64,20,356,OVER LOADING
2020,6,29,6,67,39,22,222,NO FAULT
2020,6,29,7,69,41,22,224,NO FAULT
2020,6,29,8,68,37,22,212,NO FAULT
2020,6,29,9,69,36,22,215,NO FAULT
2020,6,29,10,69,45,22,220,NO FAULT
2020,6,29,11,67,38,22,227,NO FAULT
2020,6,29,12,68,39,22,219,NO FAULT
2020,6,29,13,70,41,22,210,NO FAULT
2020,6,29,14,69,39,22,228,NO FAULT
2020,6,29,15,69,36,22,223,NO FAULT
2020,6,29,16,68,37,22,227,NO FAULT
2020,6,29,17,69,42,22,216,NO FAULT
2020,6,29,18,69,37,22,223,NO FAULT
2020,6,29,19,69,39,22,214,NO FAULT
2020,6,29,20,67,43,22,223,NO FAULT
2020,6,29,21,70,36,22,216,NO FAULT
2020,6,29,22,69,45,22,224,NO FAULT
2020,6,29,23,69,37,22,225,NO FAULT
2020,6,30,0,67,37,22,211,NO FAULT
2020,6,30,1,68,44,22,215,NO FAULT
2020,6,30,2,68,39,22,225,NO FAULT
2020,6,30,3,68,41,22,211,NO FAULT
2020,6,30,4,69,45,22,226,NO FAULT
2020,6,30,5,68,42,22,216,NO FAULT
2020,6,30,6,67,45,22,210,NO FAULT
2020,6,30,7,69,38,22,230,NO FAULT
2020,6,30,8,70,39,22,212,NO FAULT
2020,6,30,9,68,44,22,220,NO FAULT
2020,6,30,10,70,35,22,211,NO FAULT
2020,6,30,11,68,36,22,212,NO FAULT
2020,6,30,12,69,39,22,222,NO FAULT
2020,6,30,13,67,42,22,228,NO FAULT
2020,6,30,14,67,41,22,228,NO FAULT
2020,6,30,15,67,40,22,219,NO FAULT
2020,6,30,16,67,35,22,218,NO FAULT
2020,6,30,17,70,44,22,229,NO FAULT
2020,6,30,18,68,40,22,228,NO FAULT
2020,6,30,19,70,43,22,211,NO FAULT
2020,6,30,20,68,44,22,223,NO FAULT
2020,6,30,21,69,40,22,228,NO FAULT
2020,6,30,22,69,40,22,230,NO FAULT
2020,6,30,23,68,40,22,224,NO FAULT
2020,7,1,0,67,37,22,211,NO FAULT
2020,7,1,1,69,37,22,225,NO FAULT
2020,7,1,2,68,36,22,214,NO FAULT
2020,7,1,3,69,36,22,212,NO FAULT
2020,7,1,4,69,37,22,210,NO FAULT
2020,7,1,5,67,42,22,227,NO FAULT
2020,7,1,6,69,35,22,229,NO FAULT
2020,7,1,7,69,36,22,227,NO FAULT
2020,7,1,8,68,41,22,224,NO FAULT
2020,7,1,9,70,42,22,224,NO FAULT
2020,7,1,10,67,40,22,215,NO FAULT
2020,7,1,11,68,40,22,221,NO FAULT
2020,7,1,12,69,35,22,217,NO FAULT
2020,7,1,13,70,40,22,215,NO FAULT
2020,7,1,14,67,44,22,228,NO FAULT
2020,7,1,15,70,38,22,212,NO FAULT
2020,7,1,16,67,38,22,227,NO FAULT
2020,7,1,17,69,36,22,223,NO FAULT
2020,7,1,18,67,44,22,214,NO FAULT
2020,7,1,19,69,45,22,226,NO FAULT
2020,7,1,20,69,35,22,214,NO FAULT
2020,7,1,21,68,44,22,211,NO FAULT
2020,7,1,22,68,39,22,213,NO FAULT
2020,7,1,23,68,40,22,219,NO FAULT
2020,7,2,0,70,44,22,220,NO FAULT
2020,7,2,1,77,43,22,211,NO FAULT
2020,7,2,2,89,37,22,226,NO FAULT
2020,7,2,3,67,35,22,230,NO FAULT
2020,7,2,4,68,41,22,219,NO FAULT
2020,7,2,5,67,45,22,220,NO FAULT
2020,7,2,6,69,35,22,212,NO FAULT
2020,7,2,7,70,43,22,222,NO FAULT
2020,7,2,8,70,38,22,219,NO FAULT
2020,7,2,9,69,35,22,211,NO FAULT
2020,7,2,10,67,38,22,215,NO FAULT
2020,7,2,11,70,45,22,212,NO FAULT
2020,7,2,12,68,41,22,212,NO FAULT
2020,7,2,13,68,41,22,228,NO FAULT
2020,7,2,14,69,36,22,227,NO FAULT
2020,7,2,15,70,35,22,225,NO FAULT
2020,7,2,16,70,38,22,225,NO FAULT
2020,7,2,17,68,35,22,225,NO FAULT
2020,7,2,18,67,37,22,225,NO FAULT
2020,7,2,19,69,39,22,214,NO FAULT
2020,7,2,20,70,38,22,226,NO FAULT
2020,7,2,21,67,39,22,211,NO FAULT
2020,7,2,22,69,37,22,216,NO FAULT
2020,7,2,23,70,35,22,224,NO FAULT
2020,7,3,0,67,36,22,219,NO FAULT
2020,7,3,1,87,56,22,289,HEATING
2020,7,3,2,86,54,22,279,HEATING
2020,7,3,3,84,54,22,280,HEATING
2020,7,3,4,89,56,22,287,HEATING
2020,7,3,5,90,36,22,288,HEATING
2020,7,3,6,98,64,20,340,OVER LOADING
2020,7,3,7,98,64,20,340,OVER LOADING
2020,7,3,8,98,64,20,340,OVER LOADING
2020,7,3,9,99,64,20,356,OVER LOADING
2020,7,3,10,69,37,22,210,NO FAULT
2020,7,3,11,68,38,22,210,NO FAULT
2020,7,3,12,68,44,22,210,NO FAULT
2020,7,3,13,67,45,22,210,NO FAULT
2020,7,3,14,67,37,22,222,NO FAULT
2020,7,3,15,68,44,22,225,NO FAULT
2020,7,3,16,69,35,22,214,NO FAULT
2020,7,3,17,70,36,22,228,NO FAULT
2020,7,3,18,70,42,22,216,NO FAULT
2020,7,3,19,68,36,22,210,NO FAULT
2020,7,3,20,67,42,22,217,NO FAULT
2020,7,3,21,80,35,22,216,NO FAULT
2020,7,3,22,70,35,22,218,NO FAULT
2020,7,3,23,70,37,22,219,NO FAULT
2020,7,4,0,70,38,22,215,NO FAULT
2020,7,4,1,67,36,22,227,NO FAULT
2020,7,4,2,67,36,22,230,NO FAULT
2020,7,4,3,70,37,22,216,NO FAULT
2020,7,4,4,70,45,22,224,NO FAULT
2020,7,4,5,67,40,22,221,NO FAULT
2020,7,4,6,69,42,22,216,NO FAULT
